hum_blatant,attention,attention_num,ft_in,ft_out,ft_diff,hum_blatant_in,hum_blatant_out,hum_subtle_in,hum_subtle_out,hum_subtle,authscale,party_strength,close,close_recode,Age,pid7,Gender,race,party_binary,scandal,scandal_out,pid,Republican
83,Some of the time,3,91,18,73,94,11,4,3.5,0.5,1,2,3,2,26,2,Female,Other,Democrat,3.6,-1,Democrat,0
0,Some of the time,3,51,49,2,50,50,4,4,0,0.5,1,3,2,37,3,Male,White,Democrat,4,-1,Independent,0
94,Most of the time,4,98,2,96,97,3,5.5,2.5,3,1,3,4,3,53,7,Male,White,Republican,NA,NA,Republican,1
0,Some of the time,3,92,34,58,90,90,5.75,6.25,-0.5,0,2,4,3,58,6,Female,White,Republican,3,-1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,18,4,Male,White,NA,4,NA,Independent,0
60,Some of the time,3,89,87,2,96,36,6,1.5,4.5,0.75,3,4,3,26,7,Male,White,Republican,3.6,1,Republican,1
20,Some of the time,3,95,17,78,92,72,1.75,1,0.75,0.75,2,3,2,63,6,Female,Native American,Republican,NA,NA,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,33,4,Female,White,NA,4.2,NA,Other,0
21,Most of the time,4,51,6,45,71,50,1.5,1.5,0,0,2,2,1,58,2,Female,White,Democrat,NA,NA,Democrat,0
36,Hardly at all,1,35,1,34,45,9,1.5,2.75,-1.25,0.5,2,2,1,30,6,Female,White,Republican,NA,NA,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,36,4,Male,Asian,NA,3.4,NA,Independent,0
20,Some of the time,3,100,2,98,100,80,4,3.5,0.5,1,3,3,2,31,1,Female,White,Democrat,3,-1,Democrat,0
1,Some of the time,3,52,49,3,99,98,4.25,2.5,1.75,1,1,3,2,27,3,Female,White,Democrat,NA,NA,Independent,0
6,Some of the time,3,88,6,82,85,79,3.75,3.25,0.5,0,3,3,2,22,1,Female,Other,Democrat,NA,NA,Democrat,0
43,Some of the time,3,100,28,72,84,41,4.25,4,0.25,0,3,3,2,61,1,Female,White,Democrat,2.8,-1,Democrat,0
2,Most of the time,4,88,18,70,94,92,4.75,4.75,0,0.5,3,4,3,65,1,Female,Other,Democrat,3.4,1,Democrat,0
7,Most of the time,4,100,94,6,100,93,6.5,6.5,0,0.5,3,4,3,28,7,Male,White,Republican,3.4,-1,Republican,1
16,Some of the time,3,52,40,12,71,55,3,2.25,0.75,1,2,2,1,43,6,Male,White,Republican,3.4,1,Republican,1
80,Some of the time,3,100,19,81,100,20,4,3.25,0.75,1,3,4,3,56,1,Female,Black,Democrat,NA,NA,Democrat,0
21,Some of the time,3,100,70,30,71,50,6.5,6.25,0.25,0.5,3,4,3,23,1,Female,Other,Democrat,3.4,1,Democrat,0
35,Some of the time,3,62,9,53,55,20,3,3.25,-0.25,1,2,3,2,64,6,Male,White,Republican,2.6,1,Republican,1
25,Some of the time,3,79,20,59,75,50,4.25,4.25,0,1,2,3,2,24,6,Male,White,Republican,4,-1,Republican,1
11,Some of the time,3,82,78,4,96,85,6.25,6.25,0,0.5,3,4,3,34,7,Male,White,Republican,3.6,1,Republican,1
69,Some of the time,3,63,11,52,76,7,4,1.25,2.75,0.5,3,3,2,28,1,Male,Black,Democrat,4,-1,Democrat,0
-15,Some of the time,3,59,86,-27,79,94,4.25,3.5,0.75,1,2,2,1,38,2,Female,White,Democrat,NA,NA,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,35,4,Female,White,NA,4,NA,Independent,0
83,Some of the time,3,79,9,70,93,10,3.75,2.75,1,0.75,2,3,2,60,6,Female,White,Republican,4.4,1,Republican,1
-16,Most of the time,4,55,61,-6,43,59,4,4,0,1,3,4,3,33,7,Female,White,Republican,4.2,1,Republican,1
30,Some of the time,3,89,19,70,75,45,4,4.75,-0.75,1,3,3,2,29,1,Female,White,Democrat,3.6,-1,Democrat,0
22,Only now and then,2,83,1,82,93,71,4.5,4,0.5,0.25,3,4,3,64,1,Female,White,Democrat,NA,NA,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,22,4,Female,White,NA,3.8,NA,Independent,0
64,Some of the time,3,97,1,96,100,36,3.5,4,-0.5,1,2,3,2,31,6,Female,White,Republican,5,-1,Republican,1
54,Most of the time,4,100,64,36,100,46,6.5,6.25,0.25,0.5,1,4,3,30,3,Female,Other,Democrat,3.6,1,Independent,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,26,4,Female,White,NA,3,NA,Independent,0
19,Some of the time,3,95,10,85,95,76,5,4.75,0.25,0.25,3,3,2,32,1,Female,Native American,Democrat,3.6,-1,Democrat,0
18,Some of the time,3,74,49,25,65,47,5.75,4.75,1,0.75,2,4,3,33,2,Male,Black,Democrat,3.4,1,Democrat,0
56,Most of the time,4,100,9,91,92,36,4.25,2,2.25,0.75,1,4,3,50,3,Female,White,Democrat,NA,NA,Independent,0
0,Most of the time,4,75,18,57,91,91,5,6,-1,0,2,3,2,38,6,Male,White,Republican,NA,NA,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,23,4,Female,White,NA,NA,NA,Other,0
-27,Most of the time,4,100,36,64,62,89,4.5,4.5,0,1,3,3,2,40,1,Female,Black,Democrat,3.4,-1,Democrat,0
50,Most of the time,4,100,40,60,100,50,7,7,0,0.5,3,4,3,24,7,Male,White,Republican,3.6,-1,Republican,1
90,Most of the time,4,73,0,73,90,0,4.5,2.25,2.25,0.25,3,4,3,30,1,Male,Other,Democrat,NA,NA,Democrat,0
-12,Most of the time,4,68,38,30,45,57,4.75,4,0.75,0.5,2,3,2,30,6,Male,White,Republican,4,1,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,27,4,Male,White,NA,NA,NA,Independent,0
13,Most of the time,4,67,42,25,68,55,4.75,5.25,-0.5,0.25,3,3,2,40,7,Male,White,Republican,3.4,1,Republican,1
68,Most of the time,4,80,40,40,92,24,4.75,4.75,0,0.75,2,3,2,41,2,Male,White,Democrat,2.4,-1,Democrat,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,63,4,Female,White,NA,3.6,NA,Independent,0
37,Most of the time,4,61,11,50,58,21,4,3.5,0.5,0.25,2,3,2,63,6,Male,White,Republican,4.2,-1,Republican,1
69,Most of the time,4,85,1,84,99,30,5.5,4.75,0.75,0,3,4,3,65,1,Female,White,Democrat,NA,NA,Democrat,0
0,Some of the time,3,81,22,59,100,100,5.75,6,-0.25,0,3,4,3,20,1,Female,White,Democrat,NA,NA,Democrat,0
18,Most of the time,4,100,86,14,100,82,7,7,0,1,3,2,1,19,7,Female,White,Republican,NA,NA,Republican,1
58,Most of the time,4,100,18,82,100,42,5.5,4.75,0.75,0.75,3,3,2,44,1,Female,Black,Democrat,NA,NA,Democrat,0
66,Some of the time,3,72,2,70,70,4,3.5,3.75,-0.25,0.5,2,3,2,38,2,Male,Asian,Democrat,4.2,1,Democrat,0
-83,Most of the time,4,22,14,8,17,100,3.25,5,-1.75,0.5,1,2,1,24,5,Female,White,Republican,NA,NA,Other,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,52,4,Female,Black,NA,4.6,NA,Other,0
89,Most of the time,4,100,7,93,100,11,5.5,2.25,3.25,1,3,3,2,33,7,Male,Black,Republican,NA,NA,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,47,4,Female,White,NA,4,NA,Other,0
0,Most of the time,4,100,3,97,100,100,5,6,-1,1,3,4,3,62,1,Male,Black,Democrat,4,1,Democrat,0
32,Some of the time,3,67,2,65,100,68,3.5,2.75,0.75,0.75,2,3,2,60,2,Female,White,Democrat,NA,NA,Democrat,0
21,Some of the time,3,65,38,27,60,39,4,3,1,0.5,2,3,2,26,6,Female,White,Republican,4.2,-1,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,64,4,Female,White,NA,NA,NA,Independent,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,58,4,Male,White,NA,NA,NA,Independent,0
0,Some of the time,3,5,0,5,0,0,1,1,0,1,1,2,1,39,5,Male,Asian,Republican,4,1,Independent,1
0,Most of the time,4,27,0,27,100,100,5.5,4,1.5,0.5,1,2,1,34,3,Male,White,Democrat,2.8,-1,Independent,0
52,Only now and then,2,90,14,76,90,38,NA,1.75,NA,0.5,2,3,2,50,2,Male,Asian,Democrat,3.4,1,Democrat,0
21,Most of the time,4,98,44,54,100,79,5.5,5.5,0,0.75,3,4,3,27,7,Female,White,Republican,3,-1,Republican,1
29,Most of the time,4,100,71,29,99,70,7,7,0,0.5,3,3,2,30,7,Male,White,Republican,3.4,-1,Republican,1
18,Most of the time,4,80,25,55,98,80,6,3,3,1,3,3,2,41,7,Male,White,Republican,3.6,-1,Republican,1
16,Only now and then,2,74,37,37,39,23,4.75,2.75,2,0.75,2,2,1,45,2,Female,White,Democrat,4,1,Democrat,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,57,4,Female,White,NA,NA,NA,Other,0
63,Some of the time,3,72,21,51,86,23,4.25,4.5,-0.25,0,1,3,2,55,3,Female,White,Democrat,3.4,1,Independent,0
69,Most of the time,4,98,0,98,74,5,4.75,4.25,0.5,0.75,3,2,1,39,1,Male,Black,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,28,4,Female,White,NA,NA,NA,Independent,0
3,Some of the time,3,23,90,-67,85,82,4,4.25,-0.25,0.75,3,3,2,25,7,Female,White,Republican,4,1,Republican,1
17,Some of the time,3,42,36,6,55,38,4.75,3.75,1,0,1,2,1,65,3,Male,White,Democrat,4.6,1,Independent,0
9,Some of the time,3,91,86,5,96,87,6.5,6.5,0,0.5,3,4,3,25,1,Male,White,Democrat,3.4,1,Democrat,0
18,Some of the time,3,51,1,50,50,32,3.25,3.75,-0.5,0,1,2,1,28,3,Female,White,Democrat,3.2,1,Independent,0
90,Most of the time,4,100,1,99,100,10,4.75,2.75,2,0.75,3,4,3,58,1,Female,White,Democrat,4.4,-1,Democrat,0
98,Most of the time,4,100,13,87,100,2,4,4,0,0.5,3,3,2,25,1,Female,White,Democrat,2.8,1,Democrat,0
51,Only now and then,2,70,18,52,90,39,4.5,3.5,1,0.5,1,3,2,32,5,Female,White,Republican,3.8,-1,Independent,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,62,4,Female,White,NA,3.6,NA,Independent,0
7,Some of the time,3,71,61,10,71,64,4.25,4.5,-0.25,0.25,3,3,2,25,1,Male,White,Democrat,4.2,-1,Democrat,0
49,Some of the time,3,100,3,97,92,43,4.75,4.25,0.5,1,3,4,3,59,1,Female,Black,Democrat,NA,NA,Democrat,0
41,Some of the time,3,82,20,62,92,51,4.25,4,0.25,0.75,2,3,2,44,2,Female,Asian,Democrat,3,-1,Democrat,0
-17,Some of the time,3,51,64,-13,45,62,3.75,4,-0.25,NA,1,3,2,27,3,Male,Asian,Democrat,4.8,-1,Independent,0
35,Some of the time,3,50,50,0,73,38,4.75,4,0.75,1,2,2,1,59,2,Female,White,Democrat,3.4,1,Democrat,0
18,Most of the time,4,88,66,22,84,66,4.5,4.5,0,0.5,3,3,2,29,7,Male,White,Republican,4.8,-1,Republican,1
42,Most of the time,4,79,2,77,100,58,5.75,3.5,2.25,0,3,4,3,35,1,Female,White,Democrat,3.2,-1,Democrat,0
0,Most of the time,4,98,5,93,100,100,5.25,4.5,0.75,1,3,4,3,60,1,Female,Black,Democrat,2.8,1,Democrat,0
25,Most of the time,4,49,19,30,45,20,5.75,4.25,1.5,0.75,3,3,2,32,7,Male,White,Republican,3.8,1,Republican,1
49,Some of the time,3,57,14,43,78,29,4.5,2.75,1.75,0.5,1,3,2,19,5,Male,Asian,Republican,4.6,-1,Independent,1
-9,Some of the time,3,55,61,-6,71,80,3.75,4,-0.25,0.25,1,3,2,27,5,Female,White,Republican,NA,NA,Other,1
-32,Hardly at all,1,95,66,29,50,82,5.75,5.75,0,1,3,4,3,28,1,Female,Black,Democrat,4,1,Democrat,0
100,Most of the time,4,100,0,100,100,0,4.25,2.5,1.75,0.75,1,4,3,46,3,Female,White,Democrat,NA,NA,Other,0
-39,Only now and then,2,50,12,38,33,72,3.75,2.75,1,0,3,3,2,36,1,Female,White,Democrat,NA,NA,Democrat,0
18,Some of the time,3,45,59,-14,64,46,4.5,4.75,-0.25,0.5,3,3,2,28,7,Male,White,Republican,4.6,1,Republican,1
33,Some of the time,3,81,40,41,75,42,2.5,3,-0.5,1,2,3,2,54,2,Female,White,Democrat,NA,NA,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,63,4,Male,Asian,NA,NA,NA,Independent,0
9,Only now and then,2,76,40,36,42,33,3.75,2.75,1,0.75,3,3,2,41,1,Female,Other,Democrat,4.2,1,Democrat,0
40,Most of the time,4,70,19,51,74,34,4.25,3,1.25,0.5,2,3,2,65,2,Female,White,Democrat,2.8,1,Democrat,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,30,4,Female,White,NA,4,NA,Independent,0
98,Most of the time,4,100,1,99,99,1,7,7,0,1,3,3,2,61,7,Female,White,Republican,5.8,-1,Republican,1
75,Most of the time,4,65,2,63,90,15,4.75,4.75,0,0,3,3,2,28,1,Male,White,Democrat,4.6,-1,Democrat,0
30,Only now and then,2,85,50,35,83,53,3,2.75,0.25,0.5,2,3,2,62,6,Female,White,Republican,4.2,-1,Republican,1
19,Some of the time,3,100,13,87,100,81,4.25,3.25,1,0.75,3,3,2,29,7,Female,White,Republican,NA,NA,Republican,1
27,Most of the time,4,92,33,59,93,66,4,3,1,1,3,3,2,51,7,Male,White,Republican,NA,NA,Republican,1
0,Most of the time,4,50,50,0,50,50,5.5,5.25,0.25,0.75,3,3,2,27,7,Male,White,Republican,3.6,-1,Republican,1
6,Some of the time,3,74,63,11,56,50,1.25,1.5,-0.25,1,1,2,1,40,5,Female,White,Republican,4.4,1,Independent,1
9,Some of the time,3,51,0,51,100,91,4.25,3,1.25,0.5,1,3,2,37,3,Male,Black,Democrat,3.6,1,Independent,0
1,Most of the time,4,83,18,65,50,49,4,4,0,0,1,3,2,56,3,Male,Asian,Democrat,3.6,-1,Independent,0
20,Some of the time,3,70,30,40,70,50,3.25,3.75,-0.5,1,2,3,2,20,2,Female,White,Democrat,3.8,-1,Democrat,0
0,Some of the time,3,54,27,27,100,100,4.25,4,0.25,0.25,1,2,1,23,3,Male,Black,Democrat,4,-1,Independent,0
4,Some of the time,3,94,7,87,100,96,6.5,5.25,1.25,1,3,4,3,51,7,Female,White,Republican,4.2,-1,Republican,1
9,Only now and then,2,60,30,30,90,81,4.25,4,0.25,0.25,2,3,2,32,2,Female,White,Democrat,3.4,-1,Democrat,0
3,Some of the time,3,78,86,-8,95,92,5.25,5.75,-0.5,0.75,1,4,3,20,3,Male,White,Democrat,3.4,-1,Independent,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,60,4,Female,White,NA,2.2,NA,Independent,0
0,Only now and then,2,57,51,6,100,100,1.5,2.25,-0.75,0.75,2,2,1,51,6,Female,White,Republican,NA,NA,Republican,1
39,Most of the time,4,78,10,68,95,56,4.25,3.5,0.75,0.25,3,3,2,57,1,Male,White,Democrat,3,1,Democrat,0
100,Only now and then,2,100,0,100,100,0,4,4,0,0.5,3,3,2,55,1,Female,White,Democrat,NA,NA,Democrat,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,55,4,Female,Native American,NA,4,NA,Independent,0
9,Hardly at all,1,100,96,4,100,91,6.5,7,-0.5,1,3,4,3,33,7,Female,Other,Republican,3.4,1,Republican,1
10,Most of the time,4,47,36,11,40,30,4.75,4.75,0,0.25,3,3,2,52,1,Female,White,Democrat,3.2,-1,Democrat,0
17,Some of the time,3,93,7,86,89,72,4.25,2.75,1.5,0.25,3,3,2,32,1,Female,White,Democrat,3.6,1,Democrat,0
26,Some of the time,3,100,0,100,79,53,3.5,2,1.5,0.5,3,4,3,20,1,Female,White,Democrat,3.4,1,Democrat,0
72,Hardly at all,1,52,1,51,81,9,4,2.5,1.5,0.5,1,3,2,58,5,Male,White,Republican,4,-1,Independent,1
62,Most of the time,4,50,20,30,81,19,5,3,2,1,3,2,1,59,1,Female,Other,Democrat,3.8,-1,Democrat,0
21,Some of the time,3,39,26,13,36,15,3.5,3.5,0,0.5,1,3,2,39,5,Female,White,Republican,NA,NA,Independent,1
36,Most of the time,4,62,46,16,88,52,5,4.5,0.5,0.5,1,3,2,35,3,Female,Asian,Democrat,3.4,1,Independent,0
44,Some of the time,3,74,61,13,91,47,5.75,5,0.75,0.5,3,3,2,35,1,Male,Asian,Democrat,3.8,-1,Democrat,0
40,Some of the time,3,93,85,8,77,37,3.75,3.75,0,0.25,3,4,3,37,1,Female,Asian,Democrat,3,1,Democrat,0
0,Some of the time,3,50,40,10,65,65,3.5,2.5,1,0.75,1,3,2,23,3,Female,White,Democrat,4,-1,Independent,0
70,Some of the time,3,73,28,45,87,17,3.5,1.75,1.75,1,2,3,2,41,2,Male,Black,Democrat,4,-1,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,61,4,Female,White,NA,2,NA,Independent,0
0,Most of the time,4,80,26,54,90,90,4.5,4.25,0.25,0.75,3,3,2,59,1,Male,White,Democrat,2.6,1,Democrat,0
0,Some of the time,3,5,5,0,0,0,4.75,4,0.75,0.25,1,2,1,61,3,Female,White,Democrat,4.4,1,Independent,0
71,Some of the time,3,50,0,50,71,0,3,1,2,1,3,3,2,45,7,Male,White,Republican,4,1,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,32,4,Female,White,NA,4,NA,Independent,0
34,Some of the time,3,74,76,-2,86,52,5.25,5.5,-0.25,1,1,3,2,45,5,Female,White,Republican,3.2,1,Independent,1
100,Some of the time,3,89,1,88,100,0,5.5,NA,NA,0.75,3,4,3,58,1,Male,Black,Democrat,3.6,-1,Democrat,0
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,22,4,Female,Black,NA,4,NA,Independent,0
15,Hardly at all,1,59,8,51,72,57,4.5,3.75,0.75,0.75,2,2,1,36,6,Female,White,Republican,3.2,1,Republican,1
5,Some of the time,3,92,27,65,88,83,5.75,5.25,0.5,0.75,3,4,3,59,1,Male,White,Democrat,NA,NA,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,43,4,Female,White,NA,4.4,NA,Independent,0
15,Some of the time,3,75,53,22,85,70,4.5,4,0.5,0.5,2,3,2,56,6,Female,White,Republican,4,1,Republican,1
28,Some of the time,3,71,34,37,80,52,3.75,4.25,-0.5,0.75,2,3,2,56,6,Female,White,Republican,NA,NA,Republican,1
0,Most of the time,4,60,0,60,100,100,4,4,0,0,3,3,2,50,1,Female,White,Democrat,3.2,-1,Democrat,0
-11,Most of the time,4,55,57,-2,44,55,3.5,6,-2.5,0,2,2,1,64,6,Male,White,Republican,3.2,-1,Republican,1
27,Most of the time,4,50,0,50,100,73,3.25,3,0.25,0.5,2,3,2,61,2,Female,Black,Democrat,3.8,-1,Democrat,0
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,30,4,Male,White,NA,NA,NA,Independent,0
51,Only now and then,2,28,2,26,80,29,4.5,1.25,3.25,0.5,2,3,2,31,6,Male,White,Republican,3.6,1,Republican,1
90,Most of the time,4,70,5,65,95,5,4,3,1,0.75,1,2,1,28,5,Female,White,Republican,3.8,1,Independent,1
4,Most of the time,4,60,40,20,90,86,3.25,3,0.25,0.75,1,3,2,40,5,Female,White,Republican,NA,NA,Independent,1
-1,Most of the time,4,15,17,-2,19,20,2,2,0,0.5,1,2,1,30,5,Male,White,Republican,4.4,-1,Independent,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,64,4,Female,White,NA,4,NA,Independent,0
94,Most of the time,4,100,0,100,100,6,4,4,0,0.75,3,4,3,49,1,Female,White,Democrat,NA,NA,Democrat,0
37,Only now and then,2,91,10,81,53,16,6,4,2,0.5,3,4,3,43,7,Female,White,Republican,3.4,-1,Republican,1
88,Most of the time,4,100,6,94,98,10,4.5,2.75,1.75,1,3,4,3,50,1,Female,White,Democrat,NA,NA,Democrat,0
34,Some of the time,3,100,50,50,93,59,4.75,4.75,0,1,3,3,2,57,1,Female,White,Democrat,3.4,-1,Democrat,0
24,Some of the time,3,58,34,24,58,34,3.5,3.25,0.25,0.25,2,3,2,35,6,Female,Black,Republican,4.6,-1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,55,4,Female,White,NA,4,NA,Independent,0
30,Some of the time,3,93,24,69,55,25,3.75,3.25,0.5,0.75,2,3,2,30,6,Male,White,Republican,NA,NA,Republican,1
100,Most of the time,4,100,0,100,100,0,4,2.5,1.5,0.5,3,4,3,26,7,Female,White,Republican,3.2,1,Republican,1
55,Most of the time,4,69,39,30,70,15,3.5,3.75,-0.25,0.5,3,3,2,25,7,Male,White,Republican,4.4,1,Republican,1
20,Only now and then,2,77,5,72,93,73,3.25,2.75,0.5,0.5,3,2,1,22,1,Female,White,Democrat,3.6,-1,Democrat,0
5,Most of the time,4,100,96,4,100,95,6.5,6.5,0,0.5,3,4,3,33,1,Male,Black,Democrat,3.8,1,Democrat,0
90,Most of the time,4,97,8,89,96,6,5.5,4.25,1.25,0.5,1,3,2,49,3,Male,Native American,Democrat,3.6,1,Other,0
45,Most of the time,4,76,8,68,94,49,4,4.75,-0.75,0,1,4,3,40,3,Female,White,Democrat,2.8,-1,Independent,0
0,Most of the time,4,72,1,71,96,96,5.25,4,1.25,0.25,3,3,2,60,1,Male,White,Democrat,3.4,1,Democrat,0
99,Some of the time,3,100,0,100,100,1,1.25,2.5,-1.25,0,1,3,2,39,3,Female,White,Democrat,3.8,1,Independent,0
75,Most of the time,4,85,20,65,91,16,5.5,6.75,-1.25,1,2,3,2,59,2,Female,Black,Democrat,NA,NA,Democrat,0
-12,Hardly at all,1,85,86,-1,74,86,4,5.25,-1.25,0.5,3,4,3,31,1,Female,Other,Democrat,4.4,1,Democrat,0
98,Some of the time,3,100,2,98,100,2,6.25,1,5.25,0.5,3,4,3,43,1,Female,Black,Democrat,4.2,1,Democrat,0
9,Some of the time,3,91,93,-2,99,90,7,7,0,0.75,3,4,3,18,1,Male,White,Democrat,3.4,-1,Democrat,0
0,Most of the time,4,80,17,63,80,80,7,7,0,0,3,3,2,57,1,Female,White,Democrat,3.6,1,Democrat,0
-8,Some of the time,3,55,9,46,28,36,3.75,3,0.75,0.5,2,2,1,20,2,Male,Black,Democrat,4.4,1,Democrat,0
2,Some of the time,3,37,18,19,75,73,5,4.5,0.5,0.5,2,3,2,40,2,Male,Black,Democrat,2.4,1,Democrat,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,39,4,Female,Black,NA,3.2,NA,Independent,0
0,Only now and then,2,76,21,55,82,82,3.75,3.5,0.25,0.5,2,2,1,57,6,Female,White,Republican,4,1,Republican,1
96,Some of the time,3,100,2,98,100,4,4,3.25,0.75,0,3,4,3,36,1,Female,White,Democrat,4,-1,Democrat,0
37,Most of the time,4,81,57,24,94,57,4.5,4.5,0,0.5,3,3,2,33,1,Female,Asian,Democrat,3.6,1,Democrat,0
81,Most of the time,4,50,3,47,86,5,3.75,4.75,-1,0,1,3,2,65,3,Male,White,Democrat,4.6,-1,Independent,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,23,4,Female,White,NA,4,NA,Other,0
61,Most of the time,4,90,10,80,88,27,6.5,6.5,0,0.75,3,3,2,25,7,Male,White,Republican,3.6,-1,Republican,1
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,21,4,Male,Asian,NA,2.8,NA,Independent,0
99,Most of the time,4,100,1,99,100,1,4,2.5,1.5,0.75,3,4,3,29,7,Female,White,Republican,2.6,1,Republican,1
80,Most of the time,4,78,13,65,90,10,5.5,2,3.5,0.5,3,4,3,29,1,Female,White,Democrat,3.2,1,Democrat,0
75,Some of the time,3,100,1,99,99,24,6.5,3.5,3,1,3,4,3,58,7,Female,White,Republican,NA,NA,Republican,1
NA,Most of the time,4,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,41,4,Female,White,NA,NA,NA,Independent,0
NA,Hardly at all,1,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,41,4,Female,White,NA,4,NA,Other,0
73,Only now and then,2,96,0,96,100,27,7,1,6,1,2,3,2,34,2,Female,Black,Democrat,NA,NA,Democrat,0
10,Some of the time,3,83,73,10,83,73,4.5,4.75,-0.25,0.75,2,3,2,52,6,Male,White,Republican,3.6,1,Republican,1
88,Only now and then,2,76,1,75,90,2,3,1,2,0.75,3,3,2,39,7,Female,White,Republican,2.8,1,Republican,1
5,Some of the time,3,57,28,29,96,91,4,4.5,-0.5,0.75,1,3,2,33,3,Female,White,Democrat,NA,NA,Independent,0
62,Most of the time,4,99,22,77,96,34,4.5,3.25,1.25,0.5,2,4,3,64,2,Female,White,Democrat,3.8,-1,Democrat,0
0,Most of the time,4,100,42,58,94,94,5.75,6.75,-1,NA,3,3,2,24,1,Male,Black,Democrat,4.4,-1,Democrat,0
23,Some of the time,3,62,6,56,95,72,5,2.5,2.5,0.75,2,2,1,60,2,Female,White,Democrat,3,1,Democrat,0
92,Most of the time,4,100,4,96,100,8,5.25,3,2.25,0.75,3,4,3,53,1,Female,White,Democrat,3.6,1,Democrat,0
59,Hardly at all,1,70,6,64,97,38,3,1,2,0.25,2,2,1,48,2,Male,White,Democrat,4,1,Democrat,0
57,Some of the time,3,100,8,92,91,34,5.5,5.75,-0.25,0.75,3,3,2,42,1,Male,Black,Democrat,4.2,1,Democrat,0
98,Most of the time,4,100,0,100,100,2,4,2.5,1.5,1,1,4,3,20,5,Female,White,Republican,4,-1,Independent,1
0,Most of the time,4,30,40,-10,100,100,3.75,3,0.75,0.5,2,3,2,56,6,Male,White,Republican,3.2,1,Republican,1
NA,Only now and then,2,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,64,4,Female,White,NA,3.6,NA,Independent,0
17,Only now and then,2,40,10,30,75,58,5,4,1,0.25,1,3,2,27,3,Female,White,Democrat,3,-1,Other,0
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,4,Female,Asian,NA,4.2,NA,Other,0
2,Some of the time,3,87,40,47,94,92,5,5,0,0.75,2,3,2,50,6,Female,White,Republican,3.6,1,Republican,1
NA,Some of the time,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,52,4,Female,White,NA,3.8,NA,Independent,0
